rank	pmid	source_file	abstract_sha256
223	40932472	00223-40932472-abstract.txt	5d8f385e7f730aac5e34344791f27f02cf4220219839f827fbb1ae680662aecb
224	40996805	00224-40996805-abstract.txt	bf706c7a77dacb4ccc03f99a8db4e56961b16b7876e5b392e6ecdcd0f172927a
225	40965965	00225-40965965-abstract.txt	7c580ac78aa70a682a4fdb785ab5edb433d29311f07793984109d9ac47e0ecd4
226	40938759	00226-40938759-abstract.txt	1fce3c9985b6fac6f32ddf4c3d1d1f10bcbc9b7d642888ba8243ffef4500fa17
227	40981829	00227-40981829-abstract.txt	b9df68250f6130abe91a4ae4fb40c54464349e6511964cb8bb40882e04af6e7a
228	40938766	00228-40938766-abstract.txt	22fedf72377a58e736411b523dabc15a484bad03f90aa722b8d12b8762cbee84
229	40934107	00229-40934107-abstract.txt	01d7f0a1a7090455036c91dc629dbff3e527cbd5be9e439158c25db85310653c
230	40920555	00230-40920555-abstract.txt	636edc8744eab004c460bc547faadf27fe1031722b1cd6688ca390777c2917a7
231	40911467	00231-40911467-abstract.txt	1856cd22beb05772dfbe0ca6516b5258eb1d7306244a56d589e92ecf845db7e5
232	39693129	00232-39693129-abstract.txt	0dbd89cbed2f0fede068a519f904408fe4c93ff71dd48e30e160ab4014a12076
233	39700041	00233-39700041-abstract.txt	994e7206748649eb6294ccf97606ee32bb3ee0d5a451fb7465ca76407a075c9c
234	39671238	00234-39671238-abstract.txt	d079cdf4c923a745d66e5bfe5d95593efba23e6e3013aa0756896753de40d1dd
235	39625753	00235-39625753-abstract.txt	ed0346ea173db25e7f5d08d43413b16cf2353965005cd8e87fde8c0a85755ec7
236	39630498	00236-39630498-abstract.txt	067261c3718889b893f2f83c52994fd94870b213d1859a60b57e63e6d7a93120
237	39693142	00237-39693142-abstract.txt	cfe40abef20180ed0b569f9b8f29a4679a3dbe54c6fc402ef1ff23924b0663ed
238	40880251	00238-40880251-abstract.txt	cc5465013441a96938eb55f0808ef52645de2170fbf962ed2bd88c6bbcf70101
239	40839525	00239-40839525-abstract.txt	de4bcfd9263b256f9756e9a05c54295ba28822e6547f20125e978bfec08a2a0b
240	40787844	00240-40787844-abstract.txt	111b433a36b2c99bf084a74d8784a7263bd8e4675b287bc6c9b331a52f16d58f
241	40778933	00241-40778933-abstract.txt	e9042d72bce65a2ec51566925a265ae2fdc934d576f70c27844cb294f88e2c27
242	40772833	00242-40772833-abstract.txt	d54cacdd73cac1cd4e70dc62c214b0a5cabf88a3608433de9c8a2c6e555aec45
243	40824767	00243-40824767-abstract.txt	dc6d81eff47d4f259bcc1f9d08ba9b13ff187d6f50d0a94102308b988e0d586f
244	40767618	00244-40767618-abstract.txt	d50b2e35aa19e8f0c8c67c46c81804ae548411f15a4eb84ad15f33d6ced96d23
245	40875390	00245-40875390-abstract.txt	b7e69ffe7e9490fb660b27c791c8a1768f2302f5d92d2f6ce264a1d8881504b3
246	40811087	00246-40811087-abstract.txt	d04d0f3f14809f67788e03675b61b020aed1b648a6bde8789cf57c2b4a8f88d6
247	40772819	00247-40772819-abstract.txt	74cea608b3677cdbf56156da987a570730e6c31e94ca189cfbb108499dbce004
248	40844915	00248-40844915-abstract.txt	44375389264bb8ead6dd4a9ab1e5b95b19f2dd6b0f855e58e2d2ae5c336e4fe3
249	40828661	00249-40828661-abstract.txt	6e38332faa36bbfce7939470a8260ff5ae7a6c627f63800e9577e7f680b08922
250	40748780	00250-40748780-abstract.txt	b06faab427d19ee4dcaecdbc8843d1182189a740cf5de46e04df8107e49acef3
251	40758410	00251-40758410-abstract.txt	e36c768e4093300308de2ef3e014054895bb14f07713732e9bed7e932cd4c491
252	40880246	00252-40880246-abstract.txt	9f24ff24d1ac42e8c276a2c161b71fdcdb21c50341cf8d34de7f36fa86b54080
253	40787852	00253-40787852-abstract.txt	83ea98f546e1decae1cbba47a0131b34892b5306921799e8c6ecf5cb2e526d8e
254	40779310	00254-40779310-abstract.txt	eb40a04db185a5b17579e0219b284bd701e0c6fd572edfb8f1b71c2f428a672f
255	40779302	00255-40779302-abstract.txt	8a84ea5aeb9ad2e708a5dfd6ba2e642509af20df718d1481d4822ea3455aa69f
256	40748782	00256-40748782-abstract.txt	fde717219979a162d0b8e0835f1b9577e2cdb1553c9949ed3856376d94e6c485
257	39556500	00257-39556500-abstract.txt	3d51da43626822a021a33f888d6b77552e987bd6c7f77ba22837ae0c0df3e178
258	39560674	00258-39560674-abstract.txt	1934c051c3c442e9a85775ee1db76195906742865900d3f6187cc3f7617ad061
259	39527472	00259-39527472-abstract.txt	51ddc940ec2e3010a59453c5bb7caecc56b5a18c3ae57bb07be5a94b34c800f0
260	39565723	00260-39565723-abstract.txt	a20aa6ab4b70964cff39d0d8d190c1fb708aba719527e0c9c4f68b5b6dbd759b
261	39535936	00261-39535936-abstract.txt	cb4dfc05e2f50ca0759dc8f7cdf917290f52d100b4b2726e6e5e8ff086cadf5c
262	40736907	00262-40736907-abstract.txt	6f6c22d6a1f29eb38e1c43e90710912a13bcf57df5d0516cbe50db0a3b3a093e
263	40663379	00263-40663379-abstract.txt	60cd6d78d94a2ee6f7bec818abf415be5db3019aad219ade6bc37cdd2004346b
264	40663467	00264-40663467-abstract.txt	171084f6766c21bd1290c7c45fecfa5d7d01d0f2c7bac2422ee367e7581bf63a
265	40658460	00265-40658460-abstract.txt	91c953e8c3050b60ad751d6c04f3f1e83374a3cb8589beb4520c5232330a7fc4
266	40643561	00266-40643561-abstract.txt	ab31935e535cb30bb468e8f779d5442d65735273332d9c78a26683811bba666c
267	40728944	00267-40728944-abstract.txt	7dfda2e34f6d4b55d409e1384d4ef139ba0f7bfd0a93cbba9183a8113d700cce
268	40719415	00268-40719415-abstract.txt	dbbef5598afc24ae62b7236bea0237743ae9ae0cb4df937c4b2771bc863eeab4
269	40643564	00269-40643564-abstract.txt	856fe0530c1eec8cd354413253dfca238cb30e493bfeae97ae1eb387a1a90900
270	40600246	00270-40600246-abstract.txt	0aaa6a55172eeab96cdb3db32df08101e378cc06cfd0978f8af68bbb1a9be8f5
271	40737040	00271-40737040-abstract.txt	dea0b84d16199d91dc428245ffe685ecbcf178b7aea5596a74fa830dca008d0e
272	40673902	00272-40673902-abstract.txt	488c7abf383fe1c6fd8f9794d6378773ad6872556fbdfa1b6bac8222d5e8db25
273	40632584	00273-40632584-abstract.txt	2d6c5ba544e7a9c52512f7223306fac52791eda85ca8e2d795ee64ca227b705f
274	40627438	00274-40627438-abstract.txt	5ae2603e12f04cec17011951685a803741d95d3b4b5369da7768a21d70549d9f
275	40622755	00275-40622755-abstract.txt	11ec84e78f399f749b461a1367a769b6b87195092a99ff1985c5953e171aeabb
276	40658457	00276-40658457-abstract.txt	aa07f8104b44332f5fc60f3ce7d269600840acf6708f4d19a558b92be22fee29
277	40642976	00277-40642976-abstract.txt	925f8ba2e717b0d45c1e4665d5c246955f96aab518494577fc95849a04ccd75c
278	40621810	00278-40621810-abstract.txt	e7f635827575c172027bb6833af7c5379db01024eed429dfe2afdd3b5b63c473
279	39361511	00279-39361511-abstract.txt	62f3e58387a7039a280e2d38b4726f22a857775e9ed86c45989f728c01b985dc
280	39432413	00280-39432413-abstract.txt	be9bdf101634f34906e8b9e3c1f565f89143b917d768fa9194f303c4120d97ce
281	39374062	00281-39374062-abstract.txt	5b136dabd0b88ecb905b4334ea840838f3659b6369aac3724485b8d2badfa0e7
282	39446649	00282-39446649-abstract.txt	91a6be31ad5e2c666c6f71002baf25d7404f6ccec61c470fea675c1876511423
283	39412864	00283-39412864-abstract.txt	8814df011b2fa13abbf827f68e79c80793d5c968bebb5fd19f0d0f440f2e6c60
284	39465541	00284-39465541-abstract.txt	7f5655ee8e6fc0f1d9f4e99432914204c08420c68053121595237169d7f9a2ef
285	39312295	00285-39312295-abstract.txt	befc1a465b864c74ecdbbd8b650f1c88cee10fe725f62fd78ea717ef7eb1e7f0
286	39235833	00286-39235833-abstract.txt	b8ae93ebb6877b7a85b0de2d9fa150de4f94737d29e7fbf38294401a8a765271
287	40553094	00287-40553094-abstract.txt	d8f24ac536bffc9bd792798a621d90868d5091572a3618a7b193dbd96a4860f5
288	40512540	00288-40512540-abstract.txt	7ae5b28fe0c66a2b48781fc0a9e3601819078437e57a502817265443b14d3a04
289	39331838	00289-39331838-abstract.txt	e77096aeafc8c91b6a09116185f1d6b0c6f2c0511db1c4bf3d1edebf10e5a872
290	39298203	00290-39298203-abstract.txt	205836802e8a1bd75f4254c2a27581dd1dfbd3e8aeb18b6707714235a89a8980
291	40540406	00291-40540406-abstract.txt	72930f81a2eb7815c8954f12ada217b00b08007ee3e66e8da1652188022fa002
292	40536799	00292-40536799-abstract.txt	79adaf5fde81543b2050e8f4a7aebbd446749eb0ef7171c2aae7246b443d0816
293	40478232	00293-40478232-abstract.txt	7ccc489f2d9b0fdbce08fde95be14ff8b8a2e9e494f136759db31e3f1de4a566
294	40465470	00294-40465470-abstract.txt	45caef6dc861a782e1d3310442163216cbc9647645277ff7551a12d7febbc556
295	40531665	00295-40531665-abstract.txt	df3e52bd3be50f1fec9acda2973438c43cea6de3d1f5dd6eee75b59df880e54a
296	40459251	00296-40459251-abstract.txt	ab417909d62936579025507fb47a561d731e3f8a7f4e8bb7ebdaa8988e8ee5bd
297	39325648	00297-39325648-abstract.txt	f32f3318e18a1c56a7b262704b7894cc42c7fcd1f3aa5854704f7bc30d1452b2
298	39264701	00298-39264701-abstract.txt	5ebe8029e0986f41cdb31c2e82e57ea6e7c1208d80c8b3fc19fdc5518d28d18f
299	39264830	00299-39264830-abstract.txt	214ddb8977c01b14ff2df07aa026f68f703902b66cdab942089ed3b4b77fe65f
300	39264709	00300-39264709-abstract.txt	4b3021da8e1e17f34a468bf748d8cc136bb49037276562e3b2a65ccdd2c60568
301	39255017	00301-39255017-abstract.txt	47a3f846517912dee91a5c54c39616d48d3baed69661d37e8d5b9d28e29dd730
302	40536504	00302-40536504-abstract.txt	d28e7b193052aa01973d1e85427c4ca5fcc98b77ce6ae927996d34c6f7381cb1
303	40522818	00303-40522818-abstract.txt	12d2e09f26044e76c2ae996310cd8018d3aa786058fbc57381ee11a5cc43e61e
304	40471667	00304-40471667-abstract.txt	f6ab7f09d29e8b8c0dfc062de356133bd63775f7be7a70eb71baaf25ae0dc7a0
305	40553501	00305-40553501-abstract.txt	6bc377a670c112effcf10949bcd382b12883ca546075f771de04081f3d5c560a
306	40540410	00306-40540410-abstract.txt	59bbfc30921250fe7528fc1a37f23c076ef44f38674942332d53fc51a9170f0a
307	40569822	00307-40569822-abstract.txt	cae59558519583b8cddfde823d64afcbd873dedb826a977c76f0cac6ee580d6c
308	40455570	00308-40455570-abstract.txt	5d1ceb654a78682de7715ffd1219039a8b52364ed05c9fb0db032440aa640928
309	39196616	00309-39196616-abstract.txt	bc26a02ed2bc9e66b591f8396188bc55e6492ba47851495b162dabb8acb7a17d
310	39190454	00310-39190454-abstract.txt	f24b9e1d7a2c8fde67ec56e5876635296b05429fe7fb139f35efa05968f421e9
311	39190453	00311-39190453-abstract.txt	7a0d651da9500a8077436f0320c2b2d9a3bc12bcd570ffeb129addac140af6c7
312	39140846	00312-39140846-abstract.txt	97407c2bee7214e5408392ebcbfbc5e59e0fe67fb28e9c2ea2d537ad0b51cebd
313	39190463	00313-39190463-abstract.txt	a8cfa02f735b63ae37166d324195bddf80418d94f49b247a0922a4ec7cb71d1f
314	39141420	00314-39141420-abstract.txt	a08941252e66b102da6a310b4b9f055893b831ea08791ee50cf5cfe6fe629096
315	40402165	00315-40402165-abstract.txt	20bc6917fd3c694e069ee2c37fb55617f386b7c7b8bff01d78149abce0b4fada
316	40397506	00316-40397506-abstract.txt	fefe26bfb746527c0d4ccd2b6ab784030030e81a58d86af54e426d3536f840d1
317	40445844	00317-40445844-abstract.txt	d09bb887eb38eff15cb2b715d617c0e9ce7e427286b3d01ffa29cfd7814e54ae
318	40397495	00318-40397495-abstract.txt	4dd645201c9448816ab128232909cfce908c8186abd28a1641b8e528a4c511c6
319	40366747	00319-40366747-abstract.txt	78cd9534de5ae3234de9f40320fbf278f4c847eb836959c4540eee43bd3249af
320	40313181	00320-40313181-abstract.txt	37545a5475db2e0f205adb6baec936c504f841fcf2c2ad6f73944ad19516ee12
321	40388214	00321-40388214-abstract.txt	54bbfc9546ce5396f40554df89c8e456953c9615a1d41800074d02c0c5c9fdc1
322	40354190	00322-40354190-abstract.txt	ab648a4c3cfad2339f08b1918ba76f67e490fc58ef8f70b439150d9d6c609829
323	40338647	00323-40338647-abstract.txt	2280b390a83716ee1b3eac603cd9ca69f1089bf7a4f5a78484bade8cf77b5372
324	40359131	00324-40359131-abstract.txt	e703175af98b1e77b3982730992fe08e2e8f983b723e852828c37a5390661a39
325	40354191	00325-40354191-abstract.txt	d21aeb1a1d3900e68ac92b9c1048112a43b3a5522cc25161c0b09b67deb3c91b
326	40444331	00326-40444331-abstract.txt	1db8431cdd259cdd93356479408cf3223178961d99f0dba07db608487ed0a778
327	40388326	00327-40388326-abstract.txt	9bf8d5457d25029ff0b19f3c202c5ed338ae9207eabea9e38134b25025e288dd
328	39058544	00328-39058544-abstract.txt	ff8aef40221471a91a27c5221ab77bac6269cd75088f001021ce5e6a506b58c5
329	39078400	00329-39078400-abstract.txt	33d2e8340d75edc807a0165a6b4671862bb0b113e1d140ceca8e40c34129c0c9
330	39058535	00330-39058535-abstract.txt	ad1efedab203eba10dff71c99ca01d373daab66e0ded0dc7de0a12f48b93d01e
331	39023135	00331-39023135-abstract.txt	0eacb7b21dc0d42cee799fcbceffdf5f0b0be20977278eb60b79fbac2d977417
332	39016536	00332-39016536-abstract.txt	46721eade242673aa26d03396cfa58a9ffc4392af3c3ee0ca68583373336b9b9
333	38995165	00333-38995165-abstract.txt	c234c74cefd0cf063a28d419b4be072fbb24d96e3e9f1b2f285f833c97c5f4b0
334	38995185	00334-38995185-abstract.txt	202a57eb4667e9d63a89eec845f58ee7ec3575c66156627c9744a19e9ddab14f
335	38963413	00335-38963413-abstract.txt	2fa1513597e2bad32883a453c109069e779b8fa4ff8d24d6834a1afc301c1885
336	39078398	00336-39078398-abstract.txt	2cae3526cc25bc701ae8c5bd4f709e6a97d4ae01a082448f4e51ffe56c2badb4
337	38967634	00337-38967634-abstract.txt	d0407f886e6c70e63f539f223ab32e2ae2fc9f676cb265aea910ad3c37ace46b
338	38954457	00338-38954457-abstract.txt	596410f152ee5a359bbed54fe0be981cb3520da227241973c38136f950ec5da1
339	40293928	00339-40293928-abstract.txt	f2dd282eaab8b774f766398480fdd95a60fa82ab0eda7f3bbbf40f5f7aad7b92
340	40237765	00340-40237765-abstract.txt	5692a08d3c0226817039004fda0e360282ae227960a8015bfc5dc60526d2e2d3
341	40232952	00341-40232952-abstract.txt	9f2d3035bdec4baca01b1d377846924235ca1017f317fd349bc71f5a0e586186
342	40305392	00342-40305392-abstract.txt	63216838a7c7a4cf642d5eb244cd875a41c91fde23c65f38f7e4cb9e470180b0
343	40261694	00343-40261694-abstract.txt	30cd7bfe107d4cf30addb26f5c55d7adff7d9f5543fc1b0b49cead23035c3e59
344	40232812	00344-40232812-abstract.txt	84c65f7810ba3939bf7ff6ff6e372e24761e9de9848bd250b1f2bd6932fc5633
345	40215097	00345-40215097-abstract.txt	796ce45b416fd0e34028b3fc59de1f41c9e1213419a227e19005b0612c6e2e9d
346	40193177	00346-40193177-abstract.txt	9182526c70cbc8808af7bb90bcc98acb1e5ba900073da9bcab3baf1ed5d1fe52
347	40272875	00347-40272875-abstract.txt	8489ea03addbd7bd0ef9b50fe737a150124126fbfcfc2618feab9f30be8bbda1
348	40266890	00348-40266890-abstract.txt	9d86b413788ea75bdde61f3d13d98447445883e145df8676b27c246735d553fb
349	40261691	00349-40261691-abstract.txt	5ca89f1385dd9d4e2cb9f1ee1ce3fcd640eb6a452509f3bd71659f8e2f56325f
350	40184183	00350-40184183-abstract.txt	89c6e725cf9498c581201633601da2ed438f15fa01f8ac48db4eabb68f74d898
351	40272872	00351-40272872-abstract.txt	27dc1b2c034ed85b3a0bccbc124e1949d7cfead5e1e23fccf36aa5b894463d8d
352	40232954	00352-40232954-abstract.txt	a8356fa62eacda29854714fe24e08acc3ce7b90e76902b33273d82795a992d28
353	40202508	00353-40202508-abstract.txt	8e1b952d251b172b9e39480ce7a347e8c2c8e02e936cd898957945d4ff101795
354	40272878	00354-40272878-abstract.txt	67a437e9ae0470fa81af671c676caef312d06b3694ab5d3a96eaa04fffd00081
355	40202503	00355-40202503-abstract.txt	536ad6c281ab9e479bbe7cf28b55f15f3fef6df08d5ff74ed036d5ebc31f3926
356	38865172	00356-38865172-abstract.txt	b16968160bb50eacc817d464f83224402d80fa849314ca5e6699380406019954
357	38896461	00357-38896461-abstract.txt	01487f57b52845c19c67f3e6b4d75f6e09ab229bd6b43105c4f5a7f11b72551f
358	38848117	00358-38848117-abstract.txt	3d483ab8369ab77cdd26749c9a2897aeb086646c28e1d282cef49cb67b1d96a4
359	38888593	00359-38888593-abstract.txt	1741564d826341165bddac3707fc903a916ab5f6c8a059ef37b7e147c6ca40d1
360	38842428	00360-38842428-abstract.txt	1b2c5529314a8addc4b67b91cb1b34dd521ac96b2f01ab6b6f6293c15b1b1a58
361	40162554	00361-40162554-abstract.txt	d7a035fbc61a3545bc2bfb8e0b8aba5318299ce1f832829986f96abcc06c65e7
362	40111402	00362-40111402-abstract.txt	066b2beddc310297b2e54349a8feaf851807e99e6f698ec1617c034c8134bf87
363	40063669	00363-40063669-abstract.txt	06e57a0dddbd5efc49001714fb6975464eaaecbb72158bd621906a2baf5310cf
364	40153300	00364-40153300-abstract.txt	0c6e22c50fa768de5436f11ae74800270fab4cc8b3870b7aeedc3677f0a061f8
365	40117186	00365-40117186-abstract.txt	1d43f134a242dc8fc44df469d8e7f7464a275c47980bd364848c315dda59a524
366	40100705	00366-40100705-abstract.txt	90e05f4eb96516701c25bf0e88aceaba22c4e7da9220cb8726ad3ec84eb55967
367	40095852	00367-40095852-abstract.txt	887289d3e65e1fcdcd6de8063b4c3a94bc38b7655018b941c924104594fe440e
368	40146786	00368-40146786-abstract.txt	cb8cfe4f2ffe5a6e8b79b55538ee320deb94f456b68f907e0be68fd4c23702d6
369	40127120	00369-40127120-abstract.txt	062c995d7c4bfbcf0d76a01fc4106fe9cd32a30bd6aa725552ed1aedc9edde3d
370	40067349	00370-40067349-abstract.txt	621509b9df6a0d2c2ec4b2c21ba4de11786e6ecc8b8ba51506137130eed86174
371	40100696	00371-40100696-abstract.txt	fbf06ff43afcb5c78e7c758b840249de0007f2bc967cfbac65f00cef8849e008
372	40095801	00372-40095801-abstract.txt	a3e8e62372a564da9fca666be27b186d4e228c933e95250c5d2b39d42410cc34
373	40072907	00373-40072907-abstract.txt	0c994897f19c275dcbe86522dfa481a32d00fd62a49f73d5e9203dba156d5335
374	40063664	00374-40063664-abstract.txt	236765634852bc6a654456884a2188f44577bca5c00c5e73453aff0f4fdcd062
375	40062422	00375-40062422-abstract.txt	18d51d9ba521025f0601e996bbe24eddc09e503ec8ab717aff3584b73215c179
376	40042886	00376-40042886-abstract.txt	97f1bd3c1dfe53b346c39593698511bf396c3fb8346341e47889284e9d631524
377	40106362	00377-40106362-abstract.txt	8f198f24b3b1016ab9833332e307bc4bd4ae717514145b6c16b57a2e8c8d9b88
378	40072908	00378-40072908-abstract.txt	f9a15ea5dbb175480a0104a057f9a439338d6668fcb01d458d189bdab428a168
379	40067348	00379-40067348-abstract.txt	a1c0ebf52a7b2c5a19b4196be0369be75d36191989195e6f8cea4a3465a38489
380	40048609	00380-40048609-abstract.txt	e5deb66ed903768093e203ef754fea588d4be27070c3756b4cffe10c33aaf9c4
381	40029317	00381-40029317-abstract.txt	8008127200c187b285b478515f64cf4b07970d20dc6b9a5da071da2120ce0009
382	40029305	00382-40029305-abstract.txt	dfeeb3ee70dc2d438fd75a8f91071754c3afdb411dee3b16dbd102f94c599e81
383	40063666	00383-40063666-abstract.txt	bec878623c77338168308877031e455f87bfc4f4b289b0a0746d06e48aaaa7d4
384	40048592	00384-40048592-abstract.txt	22974107d52cfb16fd41684734d4d1bb114cf9651fc6192557ffb06547aece15
385	39928398	00385-39928398-abstract.txt	af462159b7d1227a1734b553f31518839f72532f342ca248361adeef10d4458f
386	39999162	00386-39999162-abstract.txt	c9f4d5bb07036817b65c7eda9ed4862e9a210918e94e8ed53d23bae73824e271
387	39999150	00387-39999150-abstract.txt	520b6b0d950d0e30bd73f1bb318768181816247fcfe6215f70df7272417e9b1e
388	39932766	00388-39932766-abstract.txt	a6803f9585b00bc3e479958f7a4cd48b6dc6b4b7f56b250372ef916f59b77909
389	40018865	00389-40018865-abstract.txt	3e64f8fde51e01b55f78b4b5e8f79202a0f4b679225efbc22ed06c15bfe1ecbc
390	39918856	00390-39918856-abstract.txt	530ba023036e34be32f8be898dc3c98c20d40f1e4b91f5e2e656f7ab5c6d86dd
391	39898986	00391-39898986-abstract.txt	a610557a2277373a9311c2f0860ea951b26e414297fd84d88798b60946656a6e
392	38625720	00392-38625720-abstract.txt	14731efc31b66f20debdf4434c1a07eb1dbc74a49a2c050f2260269df3eaf9f6
393	40009431	00393-40009431-abstract.txt	b0711598f90b1ac35eb5e9b5f14a4c8ff542de2647a0ce352a54c0a018a4fab9
394	39937673	00394-39937673-abstract.txt	f09129fc9fe70f1ecc729912c8fbf80812d1428c90c82445d62684cd6b0bbd10
395	39918554	00395-39918554-abstract.txt	94c284159c45a030c6d85e36f8714c4710ee27cfbb74dd4689267219a520c4ee
396	38683662	00396-38683662-abstract.txt	0a98db028426f95a72b1f993372390f9d302f1c3c544874c11a45e1be5f7f2d1
397	38652096	00397-38652096-abstract.txt	6ccb519263161c108f21cfbdca264a00db60ad2f43eb248ef643a3fb8cdf3931
398	38630118	00398-38630118-abstract.txt	7d04bf61aa702bdd901133603e3c072321dec2f930d83df8a9d6b13588f6b050
399	38563675	00399-38563675-abstract.txt	8d6f8373db264c46360b93ad5347e52a46ad7ab7ec134fcea9c669dc0067d2f2
400	38536209	00400-38536209-abstract.txt	c32d15bfbe5e98dad2c042882b6c3d0378067fb06f3ff111136080caf741262c
401	38478579	00401-38478579-abstract.txt	00aaa3764de9e0fea38bed8b7ee2972f76dc25983f385a6ff94484262da14c46
402	38536076	00402-38536076-abstract.txt	77a8100dc4b8d7481f2085afd473746cbaebcb121e2f24e37583bbbf6f58f190
403	38512754	00403-38512754-abstract.txt	ee14065496b11af9ce292aa06e667a6fcd6730fffc46711dc43b4c251fa26e13
404	38536071	00404-38536071-abstract.txt	247042026c19a2c42f5cccc4c9d87d0b04005eabac736c55e69039c30e3d9e46
405	38512751	00405-38512751-abstract.txt	edd6e3dd5fca40f89ba263c15f4db43ed36b08c6ce75dbc73a46dd78d557032f
406	38512752	00406-38512752-abstract.txt	0d4d67ff74ad72b647a89c098cfafdbb3381acf928e27903a685a0b17e200ac0
407	39887309	00407-39887309-abstract.txt	6c219420ac3561c09add3faa7fd98f97c4db2bc9bcccc0bbbdd783d9750e6fa8
408	39874073	00408-39874073-abstract.txt	a838c4a85d89d8c67db67ffa4354969f3503a9186c173ae8b6b56e9fec04e36d
409	39874075	00409-39874075-abstract.txt	4de7ab01f3883a32610045688ad13aec78224a2de48daa227e98ed8132b6f2b1
410	39792577	00410-39792577-abstract.txt	5b97fb450fa0c85519fc1fe7295dc7eae40d18bcbd3581e3f686c66ac0be955c
411	39750118	00411-39750118-abstract.txt	18c22480359564dcad99eac04dac896e859160f9e24998e92423feba70325589
412	39887043	00412-39887043-abstract.txt	fa300f4ea80a6f78cc6f1d2428d215f2c4aa6d7fb13eb8e3deb6c850948f6cc7
413	39887037	00413-39887037-abstract.txt	c51cdf3499ad3f3a21a03eff25f6f16ce8ca0191628c1cd89ac40b18595b437e
414	39874069	00414-39874069-abstract.txt	7709f8db8e149630a5adf7185e4a5447e8c73918db8aea293b47c124e778c0fc
415	39869388	00415-39869388-abstract.txt	b911780b3334f8ae7c8f4e5d8f4cc618a80fad3faa1899299e5c3cd51852ed5f
416	39836537	00416-39836537-abstract.txt	0711126692dc7ae57bb001fb899b7980a7dcd1ceded084e923899a6fa40fcb20
417	39786365	00417-39786365-abstract.txt	dc86577bc6af6d5922a5cc9c8d1ea5ed30a545bbf1339b2d5b51479d100bcfa8
418	39757992	00418-39757992-abstract.txt	308d1960c70eb496aee239a79e9b556231af4f45870e1aa8f6de62dcb209f1d3
419	39812647	00419-39812647-abstract.txt	f7503dc4a44f525ef338a2aeb52a24a68a395a4b31a579d0650007c8f7a440e5
420	39812642	00420-39812642-abstract.txt	1684cfa58d3b1979e86fde11c793772bf94dbc9596cd35b65441285019db0746
421	39786838	00421-39786838-abstract.txt	6691dd5585877d9d40707663cb2017b7b51e32f74009ef506ffe78ce02fd49e3
422	39878779	00422-39878779-abstract.txt	64d090f7c84606ae059bbb4bfe0ca063729088dc6c54b962ade0478da55099c0
423	39812644	00423-39812644-abstract.txt	fcf1c32bc15ab9ac860a9d3073dc0aad39744ab75aabb2b2d1d08da6a6de9ee6
424	39804690	00424-39804690-abstract.txt	1a99bda708da6bb7613967fd67a2e5ebfa6773b3b826395738c7076c44954a72
425	39804682	00425-39804682-abstract.txt	4a98ed14a56e32bc72b0d8ab876347aaecafd1c3dca6aa58261139b468c2c12c
426	39785681	00426-39785681-abstract.txt	3d2e4c34284f43e8f02c03c726141429a16254133ce1415b91e7935abb9cf45e
427	39773813	00427-39773813-abstract.txt	c1610ac54cfb987975524a94f0f808f7eeda84697b896048d7f67eaac0f93759
428	39750155	00428-39750155-abstract.txt	5c1220d0f019d310154beef83b0ee50c53c1c12afa9c3ebc584870a66f888cc3
429	39882967	00429-39882967-abstract.txt	603ce598eaef4de9b23d65d1a832ef64b18fc363f21974ce3e1b945e78cbd668
430	39812646	00430-39812646-abstract.txt	8e1c0810032f63d6792cccbd14fa3134a1f1cdedb01fddd36b81c4aca9ab22a1
431	39786360	00431-39786360-abstract.txt	b7e2f6a9735c1681f158baa354a234aa2e03e89e66690f385de378fc9d3c8313
432	39760644	00432-39760644-abstract.txt	de6bd9943cfbbb18953895362ab618b72b88791a3547b94f0defad88ea5b1852
433	39869507	00433-39869507-abstract.txt	e9e10bd8fab42cae1c57b5f5fab8fb94708efe5970a47b8e8ce42fad0b85099d
434	39773772	00434-39773772-abstract.txt	c38c42dacb686bd3553d1908cd44ef610c55fef47797b60b9787b4125ceb1d21
435	39630504	00435-39630504-abstract.txt	f735a72adf3b025a3fd67ef689f6c35a1667cdd89b00551c11e9fcf15c0ea681
436	39625746	00436-39625746-abstract.txt	de738ca956b6c757ed8b061568fd753a01feb751a2fab804975581df4fa473cf
437	39699946	00437-39699946-abstract.txt	d094a03c6fd1b5d96c96369f05048ee79bd0c5611dc6eb07a5d29c1ebd7bbc55
438	39699938	00438-39699938-abstract.txt	6600404e19cb0f838bf660d246b8875e3a042727cdf6e142d5b42a3b2b52bbb5
439	39635772	00439-39635772-abstract.txt	52dd849e6b9ce30babaebe697cca4842145314fec7c4633cd6c3fd4788217e31
440	39693243	00440-39693243-abstract.txt	90116ceb248d359cc78dd827bce9ba11587053a130cd4d2a0b0ca749f5f3c03a
441	39693134	00441-39693134-abstract.txt	f82189491a7dcef813901837b50fe195331e0158bd0d28135b756de7170329c9
442	39691993	00442-39691993-abstract.txt	25a1d5519ce58e23ac701f10be2daa4b131e6322234b47b5fe90aeda091c8dd6
443	39661431	00443-39661431-abstract.txt	719181ec7e5820fa7e53ad76988a603e7b1a3716a7bdbabfd2d137cca09032b6
444	39652466	00444-39652466-abstract.txt	433bfc7adbcbc24eb0a9371f5dff0f9fdef6d261b6816e3f34503a87be96204f
